author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,#已读,uuid
"奥利维耶·西博尼","奥利维耶·西博尼","","/Users/zxy/Calibre Library/Ao Li Wei Ye _Xi Bo Ni/Pian Cha (9Zhong Jue Ce Xian Jing , 5Lei Ren Zhi Pian Cha , 3Da Jue Ce Jia Gou Zhi Zhu He 40Ge (767)/cover.jpg","2022-06-01T18:06:20+08:00","epub","","767","mobi-asin:B09S5LXN1B","zho","Calibre Library","2022-02-10T00:00:00+08:00","中国财政经济出版社","","","1.0","3012075","","偏差（9种决策陷阱、5类认知偏差、3大决策架构支柱和40个决策技巧，助你认识偏差、应对偏差，我们每个人都可以做出明智的决策，《噪声》作者奥利维耶·西博尼全新力作，诺奖得主丹尼尔·卡尼曼、场景实验室创始人吴声、知名投资人杨天南、《经济学人·商论》执行总编辑吴晨联袂推荐）","偏差（9种决策陷阱、5类认知偏差、3大决策架构支柱和40个决策技巧，助你认识偏差、应对偏差，我们每个人都可以做出明智的决策，《噪声》作者奥利维耶·西博尼全新力作，诺奖得主丹尼尔·卡尼曼、场景实验室创始人吴声、知名投资人杨天南、《经济学人·商论》执行总编辑吴晨联袂推荐）","False","1d24e024-f7b4-4f53-bcfa-2bef01797435"
"Hrabovsky）;白嵩译, ［美］莱昂纳德·萨斯坎德（Leonard Susskind） 乔治·拉保夫斯基（George","［美］莱昂纳德·萨斯坎德（Leonard Susskind） 乔治·拉保夫斯基（George Hrabovsky）;白嵩译","","/Users/zxy/Calibre Library/[Mei ]Lai Ang Na De _Sa Si Kan De (Leonard Susskind) Qiao Zhi _La Bao Fu Si Ji (George Hrabovsk/Li Lun Zui Xiao Zhi _Jing Dian Li Xue (768)/cover.jpg","2022-06-01T18:06:20+08:00","epub","9787572219559","768","isbn:9787572219559","zho","Calibre Library","2021-07-15T00:00:00+08:00","浙江教育出版社","","","1.0","13768212","","理论最小值：经典力学","理论最小值：经典力学","False","a1f4d87d-368e-4fe8-8afb-125d0152f47e"
"赫伯特·西蒙","赫伯特·西蒙","认知心理学是心理学研究的新方向。","/Users/zxy/Calibre Library/He Bo Te _Xi Meng/Ren Zhi _Ren Xing Wei Bei Hou De Si Wei Yu Zhi Neng (769)/cover.jpg","2022-06-01T18:06:20+08:00","epub","9787300273921","769","isbn:9787300273921","zho","Calibre Library","2020-01-01T00:00:00+08:00","中国人民大学出版社","","","1.0","2577357","","认知：人行为背后的思维与智能","认知：人行为背后的思维与智能","False","c6b0af0f-b0d2-42a6-8f66-9f234c16b004"
"（美）丹·胡珀","（美）丹·胡珀","","/Users/zxy/Calibre Library/(Mei )Dan _Hu Po/Shi Jian De Bian Yuan (770)/cover.jpg","2022-06-01T18:06:20+08:00","epub","9787521725216","770","mobi-asin:285d7924-e5d5-45d6-8fb8-95b5f8d2f895,isbn:9787521725216","zho","Calibre Library","2021-01-02T08:00:00+08:00","中信出版集团","","","1.0","1251181","","时间的边缘","时间的边缘","False","890f2fe8-9cab-4b47-8b28-d902d31fdf06"
"江鹅","江鹅","","/Users/zxy/Calibre Library/Jiang E/Su Nu Yang Cheng Ji (Dou Ban Gao Fen Chao Ren Qi Ju Ji __Su Nu Yang Cheng Ji __ Tong Ming Yuan (771)/cover.jpg","2022-06-01T18:06:20+08:00","epub","","771","mobi-asin:B09K7B3G9F","zho","Calibre Library","2021-10-01T00:00:00+08:00","北京日报出版社","","","1.0","1408389","","俗女养成记（豆瓣高分超人气剧集《俗女养成记》同名原著 写给每一个普通女孩的情书 黄丽群作序推荐 理想国出品）","俗女养成记（豆瓣高分超人气剧集《俗女养成记》同名原著 写给每一个普通女孩的情书 黄丽群作序推荐 理想国出品）","False","00a920cb-b8fd-46ca-9972-090ad55802ef"
"Wagner）;胡正飞译, ［奥地利］安德烈亚斯·瓦格纳（Andreas","［奥地利］安德烈亚斯·瓦格纳（Andreas Wagner）;胡正飞译","","/Users/zxy/Calibre Library/[Ao Di Li ]An De Lie Ya Si _Wa Ge Na (Andreas Wagner);Hu Zheng Fei Yi/Ru He Jie Jue Fu Za Wen Ti (772)/cover.jpg","2022-06-01T18:06:20+08:00","epub","9787572214141","772","isbn:9787572214141","zho","Calibre Library","2021-02-15T00:00:00+08:00","浙江教育出版社","","","1.0","8189265","","如何解决复杂问题","如何解决复杂问题","False","17b6bc9e-4217-4a5e-8f30-912a95ea7979"
"希尔达·奥乔亚-布莱姆伯格","希尔达·奥乔亚-布莱姆伯格","","/Users/zxy/Calibre Library/Xi Er Da _Ao Qiao Ya -Bu Lai Mu Bo Ge/Tou Zi De Yuan Ze (Rui _Da Li Ou Li Jian !Ye Jie Da Ka Cong Ye 30Nian ,Ceng Zhi Dao Da Li Ou . (773)/cover.jpg","2022-06-01T18:06:20+08:00","epub","","773","mobi-asin:B09R4MMVBW","zho","Calibre Library","2022-01-01T00:00:00+08:00","中信出版社","","","1.0","3030150","","投资的原则（瑞·达利欧力荐！业界大咖从业30年，曾指导达利欧。 10 条经验教训，为投资机构、投资者提供投资决策参考。 4条安全提示，教会专业投资人应对）","投资的原则（瑞·达利欧力荐！业界大咖从业30年，曾指导达利欧。 10 条经验教训，为投资机构、投资者提供投资决策参考。 4条安全提示，教会专业投资人应对）","False","d4afcd3d-ead4-43f4-97f6-4b1adc19320b"
"邱国鹭","邱国鹭","","/Users/zxy/Calibre Library/Qiu Guo Lu/Tou Zi Zhong Zui Jian Dan De Shi (Geng Xin Ban )(Tou Zi Ben Shen Shi Yi Jian Hen Fu Za De Shi , (774)/cover.jpg","2022-06-01T18:06:20+08:00","epub","","774","mobi-asin:0e6ac663-2259-4cbc-b1c8-9204d76a6c0b","zho","Calibre Library","2020-03-15T00:00:00+08:00","中国经济出版社","","","1.0","4624416","","投资中最简单的事（更新版）（投资本身是一件很复杂的事，我们是否可以化繁为简、直接追问什么才是投资的本质?）","投资中最简单的事（更新版）（投资本身是一件很复杂的事，我们是否可以化繁为简、直接追问什么才是投资的本质?）","False","0320b865-050f-40f0-a4c0-784b4bcb5c46"
"姜昧军","姜昧军","","/Users/zxy/Calibre Library/Jiang Mei Jun/Tou Zi Jia De Si Wei Dao Tu  Bu Zhuo Shi Nian Shi Bei De Tou Zi Ji Hui (Zhang Duo Wan Yi Zi Cha (775)/cover.jpg","2022-06-01T18:06:20+08:00","epub","","775","mobi-asin:B09MFLYXSF","zho","Calibre Library","2022-01-01T00:00:00+08:00","机械工业出版社","","","1.0","5426616","","投资家的思维导图 捕捉十年十倍的投资机会（掌舵万亿资产的机构投资者，以20年行业视角解读投资者思维导图，高周期、硬科技、滚雪球企业投资之道）","投资家的思维导图 捕捉十年十倍的投资机会（掌舵万亿资产的机构投资者，以20年行业视角解读投资者思维导图，高周期、硬科技、滚雪球企业投资之道）","False","81fa2ce2-a9f6-4973-9cc1-6a5daeaa62f3"
"罗布·邓恩","罗布·邓恩","","/Users/zxy/Calibre Library/Luo Bu _Deng En/Xian Wei Jing Xia De Shi You _Xie Hou Er Shi Wan Zhong Xiao Xiao Sheng Wu (Yi Ben Dan Sheng Yu (776)/cover.jpg","2022-06-01T18:06:21+08:00","epub","","776","asin:B09DCXD1FS","zho","Calibre Library","2021-08-01T00:00:00+08:00","民主与建设出版社","","","1.0","3180837","","显微镜下的室友：邂逅二十万种小小生物（一本诞生于卧室的自然史《自然》《纽约时报》力荐；重新认识家中微观宇宙，理解人与微生物的互动 理想国出品）","显微镜下的室友：邂逅二十万种小小生物（一本诞生于卧室的自然史《自然》《纽约时报》力荐；重新认识家中微观宇宙，理解人与微生物的互动 理想国出品）","False","d93508fa-c070-4b22-a567-259beece3293"
"SoBooks.cc & 史丹·温斯坦","SoBooKs.cc & 史丹·温斯坦","查理·芒格是巴菲特的幕后智囊、杰出的投资思想家、伯克希尔 的灵魂人物、51年年复合增长率19．2%的投资奇迹创造者。","/Users/zxy/Calibre Library/SoBooKs.cc/Xiao Ao Niu Xiong (777)/cover.jpg","2022-06-01T18:06:21+08:00","epub","9787300288987","777","mobi-asin:B08YJNWPFM,isbn:9787300288987","zho","Calibre Library","2021-02-25T00:00:00+08:00","中国人民大学出版社","","","1.0","20249301","股票投资-基 本知识Ⅳ","笑傲牛熊","笑傲牛熊","False","f57e47aa-2f18-4c21-a210-9c7c4b469534"
"[美]亚当·哈特-戴维斯","[美]亚当·哈特-戴维斯","","/Users/zxy/Calibre Library/[Mei ]Ya Dang _Ha Te -Dai Wei Si/Gai Bian Li Shi De 100Ge Shi Yan (Xue Ding E De Mao , Ba Fu Luo Fu De Gou Dai Ni Shu Li Wu Li X (778)/cover.jpg","2022-06-15T12:02:55+08:00","epub","","778","","zho","Calibre Library","2021-01-01T00:00:00+08:00","","","","1.0","12598777","","改变历史的100个实验（薛定谔的猫、巴甫洛夫的狗带你梳理物理学、心理学知识体系，给你看不一样的科学史）（套装共2册） (未读·探索家)","改变历史的100个实验（薛定谔的猫、巴甫洛夫的狗带你梳理物理学、心理学知识体系，给你看不一样的科学史）（套装共2册） (未读·探索家)","False","8937e0ab-8e4b-4c29-b524-c859f6b7edc6"
"DK","DK","<p>Making a difficult topic easier to comprehend, <i><b>Heads Up Money</b></i> offers big ideas, simply explained, for teen readers.</p><p>From the change in your pocket to online shopping, money is everywhere. Economics can't be ignored, and <i><b>Heads Up Money</b></i> explores the larger questions and concerns around it using clever graphics and engaging text.<br><b></b><br><b><i>Heads Up Money</i></b> helps young readers make sense of the global marketplace, financial risks and gains, and free trade. With easy-to-understand explanations of economic theory, this introduction to a difficult and sometimes confusing subject is written with young readers in mind, and it is structured around key questions like ""What is economics?"", ""Who is making the money?"", and ""What is the wage gap?""</p><p>In <i><b>Heads Up Money</b></i>, finances are explained with graphics and diagrams, covering theories and concepts from all areas of economics, including the market, supply and demand,...","/Users/zxy/Calibre Library/DK/Heads Up Money (779)/cover.jpg","2022-06-25T23:45:39+08:00","epub","9781465465849","779","isbn:9781465465849","eng","Calibre Library","0101-01-01T08:00:00+08:00","DK Publishing","","","1.0","170263194","","Heads Up Money","Heads Up Money","False","f763d2e3-46a8-4854-bf58-430cd494342e"
"Walker, Gina","Gina Walker","","/Users/zxy/Calibre Library/Gina Walker/Usborne Hotshots Magic Tricks (Card Tricks_. Sleights of Hand_. Illusions_. Vanishing Objects_. (780)/cover.jpg","2022-08-15T15:17:58+08:00","pdf","","780","","","Calibre Library","2014-08-26T10:35:13+08:00","","","","1.0","7000467","http://archive.org/details/usbornehotshotsm00gina","Usborne Hotshots Magic Tricks (Card Tricks... Sleights of Hand... Illusions... Vanishing Objects... Mind Reading... Rope Tricks...)","Usborne Hotshots Magic Tricks (Card Tricks... Sleights of Hand... Illusions... Vanishing Objects... Mind Reading... Rope Tricks...)","False","37b78a42-1883-423e-b699-bb277b480107"
"大山旬","大山旬","","/Users/zxy/Calibre Library/Da Shan Xun/Ji Ben Chuan Da _Shi Yong Yi Sheng De Chuan Yi Fa Ze (Bu Li Chao Liu , Bu Lang Fei Shi Jian He (781)/cover.jpg","2022-08-29T16:21:12+08:00","epub","9787220111679","781","mobi-asin:44855c04-fcc2-46d5-bca7-691d6b817376,isbn:9787220111679","zho","Calibre Library","2019-03-01T00:00:00+08:00","成都：四川人民出版社","","","1.0","7432148","","基本穿搭：适用一生的穿衣法则（不理潮流、不浪费时间和金钱，日本超人气造型师亲自传授能够改变人生的“穿衣法则”。）","基本穿搭：适用一生的穿衣法则（不理潮流、不浪费时间和金钱，日本超人气造型师亲自传授能够改变人生的“穿衣法则”。）","False","d840a97d-7bd0-476b-8f82-52d4e7c5fbdf"
"[美]约翰 Z. 森梅兹（John Z. Sonmez）","[美]约翰 Z. 森梅兹（John Z. Sonmez）","这是一本真正从“人”（而非技术也非管理）的角度关注软件开发人员自身发展的书。书中论述的内容既涉及生活习惯，又包括思维方式，凸显技术中“人”的因素，全面讲解软件行业从业人员所需知道的所有“软技能”。 本书聚焦于软件开发人员生活的方方面面，从揭秘面试的流程到精耕细作出一份杀手级简历，从创建大受欢迎的博客到打造你的个人品牌，从提高自己工作效率到与如何与“拖延症”做斗争，甚至包括如何投资不动产，如何关注自己的健康。 本书共分为职业篇、自我营销篇、学习篇、生产力篇、理财篇、健身篇、精神篇等七篇，概括了软件行业从业人员所需的“软技能”。通过阅读本书，软件工程人员、编程人员和其他技术人员能够积极思考自己的职业生涯，丰富自己的生活，让自己更接近成功。","/Users/zxy/Calibre Library/[Mei ]Yue Han  Z. Sen Mei Zi (John Z. Sonmez)/Ruan Ji Neng  Dai Ma Zhi Wai De Sheng Cun Zhi Nan (782)/cover.jpg","2022-09-02T17:35:09+08:00","epub","","782","asin:B01J9MZPPO","zho","Calibre Library","2016-08-31T00:00:00+08:00","人民邮电出版社","","","1.0","3681243","","软技能 代码之外的生存指南","软技能 代码之外的生存指南","False","1de06a86-b2d6-44f9-bce3-712499501532"
"Halpern, Diane F.","Halpern, Diane F.","","/Users/zxy/Calibre Library/Halpern, Diane F_/Thought and Knowledge (783)/cover.jpg","2022-09-02T17:35:58+08:00","epub","978-1-134-63793-5","783","isbn:978-1-134-63793-5","eng","Calibre Library","0101-01-01T08:00:00+08:00","Taylor and Francis","","","1.0","5658408","","Thought and Knowledge","Thought and Knowledge","False","ce7eef71-4c8b-48a6-97cf-549e4f031f7e"
"戴维·穆尔 & 威廉·诺茨","戴维·穆尔 & 威廉·诺茨","","/Users/zxy/Calibre Library/Dai Wei _Mu Er/Tong Ji Xue De Shi Jie (Di 8Ban ) (784)/cover.jpg","2022-09-02T17:36:02+08:00","epub","9787508666723","784","isbn:9787508666723","zho","Calibre Library","2017-09-01T00:00:00+08:00","中信出版社","","","1.0","23732798","","统计学的世界（第8版）","统计学的世界（第8版）","False","fe5f43bc-338a-412d-a17c-5c028ba0e2c5"
"Baron, Jonathan","Jonathan Baron","","/Users/zxy/Calibre Library/Jonathan Baron/Thinking and Deciding (785)/cover.jpg","2022-09-02T17:36:09+08:00","pdf","","785","","","Calibre Library","2009-01-22T17:02:49+08:00","","","","1.0","2266008","","Thinking and Deciding","Thinking and Deciding","False","f5fadc6d-ac4c-4af8-b4d3-c11fcddcbabc"
"Groarke, Leo A. & Tindale, Christopher W.","Leo A. Groarke & Christopher W. Tindale","Critical Thinking","/Users/zxy/Calibre Library/Leo A. Groarke/Good Reasoning Matters!_ A Constructive Approach to Critical Thinking, 3e (2004) (786)/cover.jpg","2022-09-02T17:36:09+08:00","pdf","","786","","","Calibre Library","2007-06-10T23:59:12+08:00","","","","1.0","13395748","critical thinking, reasoning, logic, diagramming, rhetoric","Good Reasoning Matters!: A Constructive Approach to Critical Thinking, 3e (2004)","Good Reasoning Matters!: A Constructive Approach to Critical Thinking, 3e (2004)","False","3935ac20-c812-47e8-b8a2-cb8b264ffb53"
"libgen.lc","libgen.lc","","/Users/zxy/Calibre Library/libgen.lc/Alexander, L.G. - Lang Wen Ying Yu Yu Fa  (1991, Wai Yu Jiao Xue Yu Yan Jiu Chu Ban She ) (787)/cover.jpg","2022-09-02T17:36:09+08:00","pdf","","787","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","21401945","","Alexander, L.G. - 朗文英语语法 (1991, 外语教学与研究出版社)","Alexander, L.G. - 朗文英语语法 (1991, 外语教学与研究出版社)","False","1b13bf2f-3109-4c24-b14f-d2737b76c8ad"
"Zarefsky, David","David Zarefsky","","/Users/zxy/Calibre Library/David Zarefsky/Argumentation_ The Study of Effective Reasoning, 2nd Edition (788)/cover.jpg","2022-09-02T17:36:09+08:00","pdf","","788","","","Calibre Library","2012-02-25T06:44:44+08:00","","","","1.0","8664463","","Argumentation: The Study of Effective Reasoning, 2nd Edition","Argumentation: The Study of Effective Reasoning, 2nd Edition","False","3d360d4f-1c75-41bf-9eaa-c2e7a273b5f5"
"Carnegie, Dale","Dale Carnegie","EDITORIAL REVIEW:
*How to Win Friends and Influence People* is the first, and still the finest, book of its kind. One of the best-known motivational books in history, Dale Carnegie's groundbreaking work has sold millions of copies, has been translated into almost every known written language, and has helped countless people succeed in both their business and personal lives. 
First published in 1937, Carnegie's advice has remained relevant for generations because he addresses timeless questions about the fine art of getting along with people: How can you make people like you instantly? How can you persuade people to agree with you? How can you speak frankly to people without giving offense? The ability to read others and successfully navigate any social situation is critically important to those who want to get a job, keep a job, or simply expand their social network. 
The core principles of this book, originally written as a practical, working handbook on human relations, are proven effective. Carnegie explains the fundamentals of handling people with a positive approach; how to make people like you and want to help you; how to win people to your way of thinking without conflict; and how to be the kind of leader who inspires quality work, increased productivity, and high morale. 
As Carnegie explains, the majority of our success in life depends on our ability to communicate and manage personal relationships effectively, whether at home or at work. *How to Win Friends and Influence People* will help you discover and develop the people skills you need to live well and prosper.
","/Users/zxy/Calibre Library/Dale Carnegie/How to Win Friends and Influence People (789)/cover.jpg","2022-09-06T23:16:22+08:00","epub","9781439167342","789","isbn:9781439167342","eng","Calibre Library","2009-08-15T15:00:00+08:00","Simon and Schuster","4","","1.0","387566","General, Psychology, Leadership, Business & Economics, Interpersonal relations, Family & Relationships, Applied Psychology, Success, Self-Help, Personal Growth, Business Communication, Persuasion (Psychology), Personal Growth - Success, Communication In Business, Careers - General, Careers","How to Win Friends and Influence People","How to Win Friends and Influence People","False","ab95130e-4a39-4e22-85ff-c50356cdaff9"
"卡尔·纽波特","卡尔·纽波特","","/Users/zxy/Calibre Library/Qia Er _Niu Bo Te/You Xiu Dao Bu Neng Bei Hu Shi -Qia Er _Niu Bo Te (790)/cover.jpg","2022-09-15T17:19:44+08:00","epub","","790","asin:bf2b8a73-e9f9-4868-99ee-7b2e3c42a098","zho","Calibre Library","2016-05-01T00:00:00+08:00","","","","1.0","1301462","","优秀到不能被忽视-卡尔·纽波特","优秀到不能被忽视-卡尔·纽波特","False","d4e92d1c-d8c3-4eed-96e6-4cf43e7b720a"
"查尔斯·杜希格 (Charles Duhigg)","查尔斯·杜希格 (Charles Duhigg)","","/Users/zxy/Calibre Library/Cha Er Si _Du Xi Ge  (Charles Duhigg)/Xi Guan De Li Liang (Tu Wen Jing Bian Ban ) (791)/cover.jpg","2022-09-15T17:19:44+08:00","epub","9787508638010","791","isbn:9787508638010,mobi-asin:B00G7OZAIU","zho","Calibre Library","2013-03-22T00:00:00+08:00","中信出版社","","","1.0","1184399","","习惯的力量（图文精编版）","习惯的力量（图文精编版）","False","dd33b938-eecf-47e1-ab0e-3dca98dec8f0"
"libgen.li","libgen.li","","/Users/zxy/Calibre Library/libgen.li/Collins UK - Collins COBUILD English Grammar (2017, HarperCollins Publishers, Collins Cobuild) (793)/cover.jpg","2022-09-15T17:20:38+08:00","pdf","","793","","","Calibre Library","2017-04-30T16:20:06+08:00","","","","1.0","6251524","","Collins UK - Collins COBUILD English Grammar (2017, HarperCollins Publishers, Collins Cobuild)","Collins UK - Collins COBUILD English Grammar (2017, HarperCollins Publishers, Collins Cobuild)","False","30a61051-46d2-4e66-a6d2-08d0110ba412"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/[VBan ]Ying Yu Dan Ci Ci Gen Ci Zhui Ji Yi Fa _Kan Zhe Ben Jiu Gou  Quan Ying Huan  Zhong Guo F (794)/cover.jpg","2022-09-15T17:33:52+08:00","pdf","","794","","","Calibre Library","2017-06-23T11:36:15+08:00","","","","1.0","10519260","","[V版]英语单词词根词缀记忆法：看这本就够 权英焕 中国纺织 2017.9","[V版]英语单词词根词缀记忆法：看这本就够 权英焕 中国纺织 2017.9","False","51e2cc26-665d-4886-8bab-21addb034843"
"作者","作者","科目","/Users/zxy/Calibre Library/Zuo Zhe/Cai Gen Tan (795)/cover.jpg","2022-09-15T17:33:57+08:00","pdf","","795","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","5719333","科目, 关键字","菜根谭","菜根谭","False","4e135bb2-8c7f-4d53-9b78-cffdc1f9ccdf"
"【美】尼尔·布朗, 【美】斯图尔特·基利, 吴礼敬","【美】尼尔·布朗, 【美】斯图尔特·基利, 吴礼敬","","/Users/zxy/Calibre Library/[(Mei )] Ni Er _Bu Lang , [(Mei )] Si Tu Er Te _Ji Li , Wu Li Jing/Xue Hui Ti Wen (Yuan Shu Di 11Ban ) (796)/cover.jpg","2022-09-15T17:34:21+08:00","pdf","9787111616832","796","isbn:9787111616832","zho","Calibre Library","2019-01-01T00:00:00+08:00","机械工业出版社","","","1.0","2480055","","学会提问（原书第11版）","学会提问（原书第11版）","False","30bed273-ed3b-402f-b785-017ab4eda227"
"Moran, Caitlin","Caitlin Moran","1913 -- Suffragette throws herself under the King's horse. 1969 -- Feminists storm Miss World. NOW -- Caitlin Moran rewrites The Female Eunuch from a bar stool and demands to know why pants are getting smaller. There's never been a better time to be a woman: we have the vote and the Pill, and we haven't been burnt as witches since 1727. However, a few nagging questions do remain... Why are we supposed to get Brazilians? Should you get Botox? Do men secretly hate us? What should you call your vagina? Why does your bra hurt? And why does everyone ask you when you're going to have a baby? Part memoir, part rant, Caitlin Moran answers these questions and more in How To Be A Woman -- following her from her terrible 13th birthday ('I am 13 stone, have no friends, and boys throw gravel at me when they see me') through adolescence, the workplace, strip-clubs, love, fat, abortion, TopShop, motherhood and beyond. 
","/Users/zxy/Calibre Library/Caitlin Moran/How To Be A Woman (797)/cover.jpg","2022-09-15T17:34:28+08:00","epub","9780091940737","797","isbn:9780091940737","eng","Calibre Library","2011-06-16T07:00:00+08:00","Ebury Press","","","1.0","336827","Women's Studies, Nonfiction","How To Be A Woman","How To Be A Woman","False","ce1e538a-f5cc-4c69-b44f-f1471c09b904"
"Young, Scott","Scott Young","","/Users/zxy/Calibre Library/Scott Young/Learn More, Study Less! (798)/cover.jpg","2022-09-15T17:34:59+08:00","epub","","798","","eng","Calibre Library","2010-09-15T00:00:00+08:00","","","","1.0","1315783","General Fiction","Learn More, Study Less!","Learn More, Study Less!","False","e9cd9404-e69c-4911-b954-6ebdf9fc9a32"
"刘慈欣","刘慈欣","三体三部曲 (《三体》《三体Ⅱ·黑暗森林》《三体Ⅲ·死神永生》) ，原名“地球往事三部曲”，是中国著名科幻作家刘慈欣的首个长篇系列，由科幻世界杂志社策划制作，重庆出版集团出版。小说讲述了文革期间一次偶然的星际通讯引发的三体世界对地球的入侵以及之后人类文明与三体文明三百多年的恩怨情仇。三体三部曲出版后十分畅销，并深受读者和主流媒体好评，被普遍认为是中国科幻文学的里程碑之作，为中国科幻确立了一个新高度。《三体》文化大革命如火如荼进行的同时。军方探寻外星文明的绝秘计划“红岸工程”取得了突破性进展。但在按下发射键的那一刻，历经劫难的叶文洁没有意识到，她彻底改变了人类的命运。地球文明向宇宙发出的第一声啼鸣，以太阳为中心，以光速向宇宙深处飞驰……四光年外，“三体文明”正苦苦挣扎——三颗无规则运行的太阳主导下的百余次毁灭与重生逼迫他们逃离母星。而恰在此时。他们接收到了地球发来的信息。在运用超技术锁死地球人的基础科学之后。三体人庞大的宇宙舰队开始向地球进发……人类的末日悄然来临。《三体Ⅱ·黑暗森林》三体人在利用魔法般的科技锁死了地球人的科学之后，庞大的宇宙舰队杀气腾腾地直扑太阳系，意欲清除地球文明。面对前所未有的危局，经历过无数磨难的地球人组建起同样庞大的太空舰队，同时，利用三体人思维透明的致命缺陷，制订了神秘莫测的“面壁计划”，精选出四位“面壁者”。秘密展开对三体人的反击。三体人自身虽然无法识破人类的诡谲计谋，却依靠由地球人中的背叛者挑选出的“破壁人”，与“面壁者”展开智慧博弈……“面壁计划”究竟能否成功？地球人究竟能否在这场你死我活的文明生存竞争中战而胜之？神秘的“黑暗森林”究竟意味着什么？《三体Ⅲ·死神永生》与三体文明的战争使人类第一次看到了宇宙黑暗的真相，地球文明像一个恐惧的孩子，熄灭了寻友的篝火，在暗夜中发抖。自以为历经沧桑，其实刚刚蹒跚学步；自以为悟出了生存竞争的秘密，其实还远没有竞争的资格。使两个文明命悬一线的黑暗森林打击，不过是宇宙战场上一个微不足道的插曲。真正的星际战争没人见过，也不可能见到，因为战争的方式和武器已经远远超出人类的想象，目睹战场之日，即是灭亡之时。宇宙的田园时代已经远去，昙花一现的终极之美最终变成任何智慧体都无法做出的梦，变成游吟诗人缥缈的残歌；宇宙的物竞天择已到了最惨烈的时刻，在亿万光年暗无天日的战场上，深渊最底层的毁灭力量被唤醒，太空变成了死神广阔的披风。太阳系中的人们永远不会知道这一切，最后直面真相的，只有两双眼睛。
","/Users/zxy/Calibre Library/Liu Ci Xin/San Ti San Bu Qu (799)/cover.jpg","2022-09-15T17:35:04+08:00","epub","9787229042066","799","isbn:9787229042066","eng","Calibre Library","2013-07-06T00:00:00+08:00","重庆出版社","","","1.0","2862525","科幻小说, 中国, 科幻, 刘慈欣, 中国科幻, 经典, 小说, 合集","三体三部曲","三体三部曲","False","f2742c0f-156e-4c01-8151-c2d32b647180"
"刘慈欣","刘慈欣","刘慈欣中短篇科幻作品","/Users/zxy/Calibre Library/Liu Ci Xin/Liu Ci Xin Zhong Duan Pian Ke Huan Zuo Pin (800)/cover.jpg","2022-09-15T17:35:29+08:00","epub","","800","","zho","Calibre Library","0101-01-01T08:00:00+08:00","ixdzs.com","","","1.0","178340","爱下电子书","刘慈欣中短篇科幻作品","刘慈欣中短篇科幻作品","False","43eb0b51-a9e8-4e06-ad93-ca4d2fccdfc0"
"富增章成","富增章成","","/Users/zxy/Calibre Library/Fu Zeng Zhang Cheng/Bie Xiao ,Wo Shi Zheng Jing Zhe Xue Shu (801)/cover.jpg","2022-09-15T17:35:40+08:00","epub","","801","","zho","Calibre Library","2018-08-01T00:00:00+08:00","","","","1.0","6787715","","别笑，我是正经哲学书","别笑，我是正经哲学书","False","6e7b506a-f97a-4a55-a777-b39b32cdb027"
"宝树","宝树","","/Users/zxy/Calibre Library/Bao Shu/Gu Lao De Di Qiu Zhi Ge (802)/cover.jpg","2022-09-15T17:35:46+08:00","mobi","","802","","zho","Calibre Library","2012-08-01T00:00:00+08:00","新星出版社","","","1.0","1450525","","古老的地球之歌","古老的地球之歌","False","229573ba-95b9-411b-86bd-eac6185ef74b"
"[加]基思·斯坦诺维奇 (Keith E.Stanovich)","[加]基思·斯坦诺维奇 (Keith E.Stanovich)","","/Users/zxy/Calibre Library/[Jia ]Ji Si _Si Tan Nuo Wei Qi  (Keith E.Stanovich)/Zhe Cai Shi Xin Li Xue _Kan Chuan Wei Xin Li Xue De Ben Zhi (803)/cover.jpg","2022-09-15T17:35:56+08:00","pdf","9787300218724","803","isbn:9787300218724,mobi-asin:B01NCAMQ3E","zho","Calibre Library","2015-10-14T00:00:00+08:00","中国人民大学出版社","","","1.0","1609574","","这才是心理学：看穿伪心理学的本质","这才是心理学：看穿伪心理学的本质","False","d401246b-e297-4019-b9a9-d6101fbf7582"
"埃莱娜·费兰特","埃莱娜·费兰特","","/Users/zxy/Calibre Library/Ai Lai Nuo _Fei Lan Te/Shi Zong De Hai Zi (Quan Qiu Chang Xiao Jin Qian Wan Ce ,HBOZhen Ren Dian Shi Ju Re Pai Zhong , (804)/cover.jpg","2022-09-15T17:36:17+08:00","pdf","","804","mobi-asin:be9db2fa-e701-4ab1-b1ee-3a6c44939227","zho","Calibre Library","2018-06-25T00:00:00+08:00","","","","1.0","1705272","","失踪的孩子（全球畅销近千万册，HBO真人电视剧热拍中，两个女人50年的友谊和战争）","失踪的孩子（全球畅销近千万册，HBO真人电视剧热拍中，两个女人50年的友谊和战争）","False","10624ee2-4ca4-44b7-ac4f-8b414702bebb"
